Name,Icon,City,State,Latitude,Longitude
Aryan Strikeforce,racist-skinhead,,Texas,31.96,-99.893188
Aryan Terror Brigade,racist-skinhead,,New York,40.712915,-74
American Front,racist-skinhead,Hackensack,New Jersey,40.88,-74.04
Crew 38,racist-skinhead,Baltimore,Maryland,39.29286,-76.61
AC Skins,racist-skinhead,Camden,New Jersey,39.92,-75.11
AC Skins,racist-skinhead,Hamilton Township,New Jersey,39.45,-74.72
Confederate Hammerskins,racist-skinhead,,Georgia,32.15,-82.9
Aryan Strikeforce,racist-skinhead,,Colorado,39.55,-105.78
Bob's Underground Graduate Seminar/BUGS,white-nationalist,Columbia,South Carolina,34.029122,-81.003682
Conservative Citizens Foundation Inc,white-nationalist,Saint Louis,Missouri,38.630539,-90.192821
Free Edgar Steele,white-nationalist,Sagle,Idaho,48.186231,-116.434664
Council of Conservative Citizens,white-nationalist,Montgomery,Alabama,32.398931,-86.322463
Free America Rally,white-nationalist,Incomplete,Idaho,44.068201,-114.74204
White Boy Society,white-nationalist,,Washington,47.754329,-120.74
American Freedom Party,white-nationalist,Lakewood Ranch,Florida,27.446686,-82.377733
National Association for the Advancement of America,white-nationalist,McComb,Mississippi,31.16,-90.28
VDARE Foundation,white-nationalist,Warrenton,Virginia,38.713451,-77.795271
Council of Conservative Citizens,white-nationalist,Beverly Hills,Florida,28.92,-82.459999
Faith and Heritage,white-nationalist,Southeast Texas,Texas,26.514736,-97.763401
Traditionalist Youth Network at Arizona,white-nationalist,Tucson,Arizona,32.221742,-110.926479
White Boy Society,white-nationalist,,Wisconsin,43.78324,-88.78
Pacifica Forum,white-nationalist,Eugene,Oregon,44.052069,-123.086753
Council of Conservative Citizens,white-nationalist,St. Louis,Missouri,38.578783,-90.421944
carolynyeager.net,white-nationalist,Kerrville,Texas,30.045417,-99.151591
Council of Conservative Citizens,white-nationalist,Statewide,Oregon,43.800589,-120.55
Malevolent Freedom,white-nationalist,Lowell,Massachusetts,42.656813,-71.302268
Advanced White Society,white-nationalist,Delaware,Delaware,40.298672,-83.067965
American Freedom Party,white-nationalist,Maidsville,West Virginia,39.67191,-80.109357
American Freedom Party,white-nationalist,,Wisconsin,42.991356,-87.943283
Council of Conservative Citizens,white-nationalist,Walthall,Mississippi,33.60146,-89.272852
Racial Nationalist Party of America,white-nationalist,Lockport,New York,43.172146,-78.683823
World View Foundations,white-nationalist,Porterville,California,36.069877,-119.045692
Political Cesspool,white-nationalist,Bartlett,Tennessee,35.15,-90.05
Free America Rally,white-nationalist,,Washington,47.75,-120.734253
Advanced White Society,white-nationalist,,Massachusetts,42.40039,-71.38
American Freedom Party,white-nationalist,Baldwyn,Mississippi,34.509544,-88.633919
Scott-Townsend Publishers,white-nationalist,Washington,District of Columbia,38.9,-77.02549
Kinist Institute,white-nationalist,Orlando,Florida,28.541665,-81.375686
Counter-Currents Publishing,white-nationalist,San Diego,California,32.73,-117.16
Occidental Dissent,white-nationalist,Eufaula,Alabama,31.979345,-85.168674
American Freedom Party,white-nationalist,Grand Forks,North Dakota,47.892095,-97.062818
Council of Conservative Citizens,white-nationalist,Kingsport,Tennessee,36.54939,-82.562369
Fitzgerald Griffin Foundation,white-nationalist,Vienna,Virginia,38.901222,-77.26526
Free America Rally,white-nationalist,,California,37.849257,-119.927794
Free American,white-nationalist,Tucson,Arizona,32.24793,-110.920859
Council of Conservative Citizens,white-nationalist,Eufaula,Alabama,31.969345,-85.168674
New Century Productions - A Conversation About Race,white-nationalist,Littleton,Colorado,39.576195,-105.067431
H.L. Mencken Club,white-nationalist,Elizabethtown,Pennsylvania,40.152871,-76.602745
The Daily Stormer,white-nationalist,Worthington,Ohio,40.1,-83.01
Council of Conservative Citizens,white-nationalist,,Georgia,33.046893,-81.99711
American Vikings,white-nationalist,Knightstown,Indiana,39.791127,-85.52
White Boy Society,white-nationalist,,Missouri,37.96,-91.826134
Occidental Quarterly/Charles Martel Society,white-nationalist,Atlanta,Georgia,33.75,-84.39
Northwest Front,white-nationalist,Seattle,Washington,47.61,-122.326241
American Nationalist Union,white-nationalist,Las Vegas,Nevada,36.16083,-115.316928
Advanced White Society,white-nationalist,Pemberton Township,New Jersey,39.976782,-74.710158
National Policy Institute,white-nationalist,Whitefish,Montana,48.40856,-114.308856
The White Voice,white-nationalist,New York,New York,40.813891,-73.956871
Free America Rally,white-nationalist,Incomplete,Georgia,32.165622,-82.910075
White Boy Society,white-nationalist,,Virginia,37.43,-78.653526
WTM Enterprises,white-nationalist,Roanoke,Indiana,40.962546,-85.373307
White Boy Society,white-nationalist,,Colorado,39.55,-105.775337
American Renaissance/New Century Foundation,white-nationalist,Oakton,Virginia,38.892351,-77.326699
Council of Conservative Citizens,white-nationalist,New York,New York,40.715133,-74.010995
Aryan Wear,white-nationalist,Keller,Texas,32.945876,-97.276076
Advanced White Society,white-nationalist,Statewide,Pennsylvania,41.203321,-77.194524
White Man's March,white-nationalist,,Massachusetts,42.4,-71.37886
American Freedom Party,white-nationalist,Statewide,Oregon,43.8,-120.553665
Council of Conservative Citizens,white-nationalist,Calhoun City,Mississippi,33.855391,-89.311461
Council of Conservative Citizens,white-nationalist,Florence,Alabama,34.828742,-87.648247
Council of Conservative Citizens,white-nationalist,Springboro,Ohio,39.546908,-84.242732
Council of Conservative Citizens,white-nationalist,Jackson,Mississippi,32.350399,-90.152946
Heritage and Destiny,white-nationalist,Little Orleans,Maryland,39.704965,-78.364742
The White Network,white-nationalist,Kerrville,Texas,30.041458,-99.151591
Council of Conservative Citizens,white-nationalist,Silver Spring,Maryland,39.00415,-77.039175
American Freedom Party,white-nationalist,incomplete,Montana,46.87,-110.365219
South Africa Project,white-nationalist,,New York,43.237033,-73.912467
American Freedom Party,white-nationalist,Incomplete,Indiana,40.62,-79.15
Council of Conservative Citizens,white-nationalist,Birmingham,Alabama,33.65,-86.68
Free America Rally,white-nationalist,,Oregon,44.01129,-120.665296
Council of Conservative Citizens,white-nationalist,Washington,District of Columbia,38.899583,-77.03
Pioneer Little Europe Kalispell Montana,white-nationalist,Kalispell,Montana,48.197778,-114.316111
Protestant White Nationalist Party of Kentucky/Uncreated Light,white-nationalist,Louisville,Kentucky,38.25,-85.75
Council of Conservative Citizens,white-nationalist,Pulaski,Tennessee,35.222318,-87.022444
Whitakeronline,white-nationalist,,South Carolina,33.83,-81.167336
Traditionalist Youth Network at Indiana University,white-nationalist,Bloomington,Indiana,39.165325,-86.526385
Red October,white-nationalist,Hamilton,Ohio,39.3995,-84.561335
American Freedom Party,white-nationalist,Los Angeles,California,34.05375,-118.255034
Free America Rally,white-nationalist,Incomplete,Louisiana,30.984297,-91.962332
White Advocacy Movement,white-nationalist,Unknown,Florida,27.657683,-81.51
White Rabbit Radio,white-nationalist,Dearborn Heights,Michigan,42.277306,-83.263981
Patriotic Flags,white-nationalist,Charleston,South Carolina,32.996209,-80.184261
Cen_ter for the Advance_ment of Occi_den_tal Cul_ture (CAOC),white-nationalist,Highland Township,Michigan,42.666503,-83.613557
White Boy Society,white-nationalist,,California,36.742186,-119.41
Council of Conservative Citizens,white-nationalist,St. Louis,Missouri,38.568783,-90.421944
American Freedom Party,white-nationalist,Granbury,Texas,32.432289,-97.782932
Stormfront,white-nationalist,West Palm Beach,Florida,26.665499,-80.05908
Advanced White Society,white-nationalist,Statewide,Georgia,32.165622,-82.900075
White Boy Society,white-nationalist,,Arizona,34.04,-111.095467
Council of Conservative Citizens,white-nationalist,Summerville,South Carolina,33.018503,-80.175648
Advanced White Society,white-nationalist,New York,New York,40.71,-74.004593
European American Action Coalition,white-nationalist,Pittston,Pennsylvania,41.325913,-75.78936
Radix Journal,white-nationalist,Whitefish,Montana,48.41,-114.33
Pioneer Fund,white-nationalist,New York,New York,40.77007,-73.958024
European American Front,white-nationalist,Baldwyn,Mississippi,34.5,-88.63
American Freedom Party,white-nationalist,New York,New York,40.79992,-73.96831
Council of Conservative Citizens,white-nationalist,Vaiden,Mississippi,33.33207,-89.741193
Council of Conservative Citizens,white-nationalist,Parishville,New York,44.628683,-74.813833
Washington Summit Publishers,white-nationalist,Whitefish,Montana,48.410637,-114.335265
Free America Rally,white-nationalist,,Massachusetts,42.354179,-72.142909
Advanced White Society,white-nationalist,Statewide,Ohio,40.417287,-82.907123
American Freedom Party,white-nationalist,Bradenton,Florida,27.390745,-82.459536
Council for Social and Economic Studies,white-nationalist,Washington,District of Columbia,38.908229,-77.030539
Nationalist Movement,white-nationalist,Learned,Mississippi,32.19,-90.54
Council of Conservative Citizens,white-nationalist,Winston-Salem,North Carolina,36.11,-80.24
Council of Conservative Citizens,white-nationalist,Revere,Pennsylvania,40.524861,-75.162564
Alternative Right,white-nationalist,Atlanta,Georgia,33.74,-84.38
American Nationalist Association,white-nationalist,Porterville,California,36.079877,-119.045692
South Africa Project,white-nationalist,Mandeville,Louisiana,30.37469,-90.08779
Free America Rally,white-nationalist,,New York,40.712783,-74.005941
National Youth Front,white-nationalist,Indianapolis,Indiana,39.76,-86.15
White Boy Society,white-nationalist,,Illinois,40.633757,-89.39
Barnes Review/Foundation for Economic Liberty Inc.,white-nationalist,Washington,District of Columbia,38.874552,-76.996886
